Application ID,Program Round,Business Name,State Electorate 2017,Local Gov Area,Priority Area,Grant Funding Amount
BBAS201710,Business Basics Round 2,B.C.H Strength and Performance,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS201716,Business Basics Round 2,Hello Prime Life,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS201721,Business Basics Round 2,Seclude,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS201725,Business Basics Round 2,Raw Fur Sure Pet Supplies,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS201727,Business Basics Round 2,Opalized,BARRON RIVER,MAREEBA SHIRE,Website build/upgrades,5000
BBAS201728,Business Basics Round 2,Zarah Yeats,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201730,Business Basics Round 2,Scott's Plumbing pty ltd,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201731,Business Basics Round 2,K.K Painting Services,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS201733,Business Basics Round 2,Tropical Media,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201736,Business Basics Round 2,Jamie Gosling Football Academy,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201746,Business Basics Round 2,"29 Heritage Dr Bargara, QLD 4670",BURNETT,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS201749,Business Basics Round 2,"The Sundae Agency (trading as, under m. Media Strategy)",KEPPEL,LIVINGSTONE SHIRE,Strategic marketing services,5000
BBAS201750,Business Basics Round 2,Gleneagles Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS201752,Business Basics Round 2,WD Building Design Pty Ltd,WARREGO,WESTERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS201758,Business Basics Round 2,Andy Gillison Property Caretaking,CAIRNS,CAIRNS REGIONAL,Professional business advice,5000
BBAS201761,Business Basics Round 2,REAL PD,CALLIDE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS201763,Business Basics Round 2,FM Personalised Creations,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS201765,Business Basics Round 2,Speewah Equestrian Centre,BARRON RIVER,MAREEBA SHIRE,Website build/upgrades,5000
BBAS201768,Business Basics Round 2,To The Point Productions,HILL,TABLELANDS REGIONAL,Strategic marketing services,5000
BBAS201769,Business Basics Round 2,Granlea Riding Centre,MIRANI,ROCKHAMPTON REGIONAL,Strategic marketing services,5000
BBAS201770,Business Basics Round 2,paperbarklove,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS201773,Business Basics Round 2,Intown Investments Pty Ltd as trustee for the “Goodhart Discretionary Trust” dba Beachside Chiropractic,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS201774,Business Basics Round 2,:ZYGOTE INDUSTRIES PTY LTD,MACKAY,MACKAY REGIONAL,Business continuity and succession,5000
BBAS201778,Business Basics Round 2,Shan Jones,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS201779,Business Basics Round 2,Kingfisher Jewellery,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201783,Business Basics Round 2,La Rose Hair Salon,CALLIDE,WESTERN DOWNS REGIONAL,Training and coaching,5000
BBAS201786,Business Basics Round 2,BIVANM Automation and Technology,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS201792,Business Basics Round 2,Samantha Sheehan,GREGORY,LONGREACH REGIONAL,Website build/upgrades,5000
BBAS201796,Business Basics Round 2,KRIEGER INDUSTRIES PTY LTD,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS201797,Business Basics Round 2,Diamond Ridge Estate,MIRANI,MACKAY REGIONAL,Website build/upgrades,5000
BBAS201798,Business Basics Round 2,Born Bold Cat Stud,KEPPEL,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS201801,Business Basics Round 2,Chris Parsons Enterprises Pty Ltd / Heat n Eat,HINCHINBROOK,CASSOWARY COAST REGIONAL,Professional business advice,5000
BBAS201803,Business Basics Round 2,First Class Accounts - Cairns,BARRON RIVER,CAIRNS REGIONAL,Professional business advice,5000
BBAS201807,Business Basics Round 2,NONI BEASLEY,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Professional business advice,5000
BBAS201809,Business Basics Round 2,"B M Reid and I R Rankine ATF 4T Trust Trading As Small Company, Big Business",GREGORY,CENTRAL HIGHLANDS REGIONAL,Strategic marketing services,5000
BBAS201812,Business Basics Round 2,Linced Pty ltd t/a adlinkmedia,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS201814,Business Basics Round 2,The HUB Creative Space,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS201820,Business Basics Round 2,Sea Turtle Foundation Limited,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS201822,Business Basics Round 2,Shannonvale Tropical Fruit Winery,COOK,DOUGLAS SHIRE,Training and coaching,5000
BBAS201823,Business Basics Round 2,Coral Coast Charters Whitsundays,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS201824,Business Basics Round 2,Tidy House Work,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS201825,Business Basics Round 2,Rebekah Batley t/a R&R Writing Services,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS201828,Business Basics Round 2,Tax Store Hervey Bay,HERVEY BAY,FRASER COAST REGIONAL,Training and coaching,5000
BBAS201829,Business Basics Round 2,DISCOUNT PHONE REPAIRS,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201830,Business Basics Round 2,BTM Group (AUS) Pty Ltd,KEPPEL,LIVINGSTONE SHIRE,Website build/upgrades,5000
BBAS201832,Business Basics Round 2,Golfing Cairns,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS201836,Business Basics Round 2,bikecraft motorcycle rider training,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS201837,Business Basics Round 2,The Ole Gumtree,BURNETT,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS201845,Business Basics Round 2,Bigdog Welding and Fabrication pty ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS201846,Business Basics Round 2,Claddagh group pty Ltd,BURDEKIN,ISAAC REGIONAL,Website build/upgrades,5000
BBAS201847,Business Basics Round 2,Northern Exposure Photography,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS201849,Business Basics Round 2,Highborne Farm,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS201851,Business Basics Round 2,Anita Kaye Selby,THURINGOWA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS201854,Business Basics Round 2,JamJewels,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS201856,Business Basics Round 2,FolkTale Pty Ltd,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Strategic marketing services,5000
BBAS201862,Business Basics Round 2,Lancewood Designs,GREGORY,BARCALDINE REGIONAL,Professional business advice,5000
BBAS201864,Business Basics Round 2,Chinchilla Community Commerce & Industry Inc.,CALLIDE,WESTERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS201868,Business Basics Round 2,Spartan Aviation Group Asia Pacific Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201870,Business Basics Round 2,B2BBOOKKEEPERS PTY LTD,HERVEY BAY,FRASER COAST REGIONAL,Strategic marketing services,5000
BBAS201873,Business Basics Round 2,Shift Consulting Pty Ltd ATF The HNE Family Trust,HILL,CASSOWARY COAST REGIONAL,Professional business advice,5000
BBAS201879,Business Basics Round 2,Wilson Adventures Pty Ltd,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS201882,Business Basics Round 2,Paradise Limousines,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS201885,Business Basics Round 2,MKRP Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS201886,Business Basics Round 2,Renie Reflexology Pty Ltd,GREGORY,BARCALDINE REGIONAL,Website build/upgrades,5000
BBAS201888,Business Basics Round 2,Australian Street Aid Project Ltd,MACKAY,MACKAY REGIONAL,Training and coaching,5000
BBAS201891,Business Basics Round 2,Cozie Homes,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS201893,Business Basics Round 2,Palm Cove Weddings,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201897,Business Basics Round 2,proserpine massage clinic,WHITSUNDAY,WHITSUNDAY REGIONAL,Training and coaching,5000
BBAS201905,Business Basics Round 2,Hospes Pty Ltd ATF The Malanda Lodge Operations Trust,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS201913,Business Basics Round 2,Simple Bookkeeping,CALLIDE,NORTH BURNETT REGIONAL,Training and coaching,5000
BBAS201916,Business Basics Round 2,Wildly Nourished,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS201920,Business Basics Round 2,SuperGreen Solutions Franchising,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS201921,Business Basics Round 2,Ironside Industry,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS201925,Business Basics Round 2,JASON DEAN CHETCUTI,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS201937,Business Basics Round 2,Muddys Bar & Grill,HINCHINBROOK,CASSOWARY COAST REGIONAL,Professional business advice,5000
BBAS201946,Business Basics Round 2,Mackay K9 Pty Ltd,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS201952,Business Basics Round 2,Brett Wright Trust Windswell Kitesurifng,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS201956,Business Basics Round 2,The Trustee for The Pentlands Investment Trust,WARREGO,MARANOA REGIONAL,Professional business advice,5000
BBAS201957,Business Basics Round 2,William Robert Armstrong,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS201959,Business Basics Round 2,Breakthrough PT,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS201964,Business Basics Round 2,"Williamson Browne Pty Ltd, trading as Skin Sense",BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS201966,Business Basics Round 2,Bret Joseph Garrity T/As Whitsunday Mushrooms,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS201967,Business Basics Round 2,Gladstone Brow & Beauty Haus,GLADSTONE,GLADSTONE REGIONAL,Training and coaching,5000
BBAS201968,Business Basics Round 2,Wandilla Equine Services,WARREGO,WESTERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS201971,Business Basics Round 2,Sharpe Psychology,COOK,MAREEBA SHIRE,Website build/upgrades,5000
BBAS201973,Business Basics Round 2,Copper Gate Motel,TRAEGER,MOUNT ISA CITY,Website build/upgrades,5000
BBAS201975,Business Basics Round 2,Kevin Ian Jackson,CALLIDE,WESTERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS201977,Business Basics Round 2,Calibre Plumbing and Roofing,TRAEGER,MOUNT ISA CITY,Website build/upgrades,5000
BBAS201982,Business Basics Round 2,Blue Diamond Displays T/A Big Toy Storage and Rentals,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS201985,Business Basics Round 2,Mist Co Pty Ltd trading as Lift Marketing,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS201987,Business Basics Round 2,Indiper PTY LTD T/A Capelli Foods,GYMPIE,GYMPIE REGIONAL,Training and coaching,5000
BBAS201991,Business Basics Round 2,The Impact Crew Pty Ltd,MULGRAVE,CAIRNS REGIONAL,Training and coaching,5000
BBAS201992,Business Basics Round 2,Hinkler Parties,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS201998,Business Basics Round 2,Pole Play Studios,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202009,Business Basics Round 2,Rosecity Properties PTY LTD ATF Rosecity Properties Trust T/A First National Warwick,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS202010,Business Basics Round 2,Dominic Clifford,HILL,CASSOWARY COAST REGIONAL,Website build/upgrades,5000
BBAS202011,Business Basics Round 2,Cooktown Car Hire,COOK,COOK SHIRE,Website build/upgrades,5000
BBAS202012,Business Basics Round 2,Smok'n'Steel,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202013,Business Basics Round 2,J.G BERTHELSEN & S.E STEPHENSON,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS202014,Business Basics Round 2,Helicore Services,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS202018,Business Basics Round 2,Peta Ann Gowing,GREGORY,LONGREACH REGIONAL,Training and coaching,5000
BBAS202019,Business Basics Round 2,Wade Custom Fabrication Pty Ltd,WARREGO,WESTERN DOWNS REGIONAL,Professional business advice,5000
BBAS202020,Business Basics Round 2,Neat as lawns,HINCHINBROOK,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202023,Business Basics Round 2,POON TOWN,KEPPEL,LIVINGSTONE SHIRE,Training and coaching,5000
BBAS202026,Business Basics Round 2,Divine Weddings Whitsundays,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS202028,Business Basics Round 2,Shiralee Skin Care & Cosmetic Tattoo Centre,BURDEKIN,BURDEKIN SHIRE,Website build/upgrades,5000
BBAS202031,Business Basics Round 2,Time to Grow Pty Ltd     T/A  Yandaran Hotel,BURNETT,BUNDABERG REGIONAL,Strategic marketing services,5000
BBAS202032,Business Basics Round 2,The Trustee for Progressive Connections Unit Trust,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202035,Business Basics Round 2,Pilates Instincts,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS202040,Business Basics Round 2,Country Certified,WARREGO,MARANOA REGIONAL,Website build/upgrades,5000
BBAS202041,Business Basics Round 2,BF. Cape,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS202045,Business Basics Round 2,Tenacious Digital Pty Ltd,GYMPIE,GYMPIE REGIONAL,Training and coaching,5000
BBAS202049,Business Basics Round 2,Sala Projects Pty Ltd,MIRANI,MACKAY REGIONAL,Website build/upgrades,5000
BBAS202056,Business Basics Round 2,SAGE HAIR BY CASEY,GREGORY,LONGREACH REGIONAL,Training and coaching,5000
BBAS202059,Business Basics Round 2,Townsville Pole Fitness,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202060,Business Basics Round 2,Double Black Diamond Solutions,MACKAY,MACKAY REGIONAL,Professional business advice,5000
BBAS202063,Business Basics Round 2,Performance People Pty Ltd,KEPPEL,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS202064,Business Basics Round 2,CONSTRUCTION WHS CONSULTANTS,BURNETT,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS202067,Business Basics Round 2,David Wise,BURNETT,BUNDABERG REGIONAL,Training and coaching,5000
BBAS202071,Business Basics Round 2,Rocky Instincts,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Training and coaching,5000
BBAS202073,Business Basics Round 2,The Colonic Coach,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS202075,Business Basics Round 2,Love-Lee Cooking,HILL,TABLELANDS REGIONAL,Strategic marketing services,5000
BBAS202084,Business Basics Round 2,mark james hair studio,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS202089,Business Basics Round 2,Mx2 Services Pty Ltd,MIRANI,MACKAY REGIONAL,Training and coaching,5000
BBAS202091,Business Basics Round 2,kebabs and spuds Pty Ltd,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS202092,Business Basics Round 2,360 Fitness Group,MULGRAVE,CAIRNS REGIONAL,Professional business advice,5000
BBAS202094,Business Basics Round 2,Clariti Solutions Pty Lts t/as Netbright,KEPPEL,ROCKHAMPTON REGIONAL,Strategic marketing services,5000
BBAS202100,Business Basics Round 2,Daly TIle Solutions,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Website build/upgrades,5000
BBAS202102,Business Basics Round 2,Enhance Business Consulting,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202104,Business Basics Round 2,Bundaberg Ferry Company,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS202106,Business Basics Round 2,Evolution of Intimacy,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202110,Business Basics Round 2,Stellah Resources Pty Ltd,GREGORY,CENTRAL HIGHLANDS REGIONAL,Strategic marketing services,5000
BBAS202114,Business Basics Round 2,Scott Brown,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS202116,Business Basics Round 2,Bundaberg Surf Life Saving Supporters Assn Inc,BURNETT,BUNDABERG REGIONAL,Strategic marketing services,5000
BBAS202117,Business Basics Round 2,Pacbalt Pty Ltd Trading As Bolt Off Solutions,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS202118,Business Basics Round 2,The Partridge Group Pty Ltd T/A Nourish Central,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Strategic marketing services,5000
BBAS202119,Business Basics Round 2,Australian Art Framers,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202120,Business Basics Round 2,Hayley Beau Rollason,BARRON RIVER,MAREEBA SHIRE,Website build/upgrades,5000
BBAS202122,Business Basics Round 2,USE SPACE BETTER PTY LTD,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202124,Business Basics Round 2,Townsville Plumbing & Maintenance,THURINGOWA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202138,Business Basics Round 2,Bekker Transport,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Website build/upgrades,5000
BBAS202139,Business Basics Round 2,Corceli Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202141,Business Basics Round 2,Castle Performance Bulls and Horses,NANANGO,SOUTH BURNETT REGIONAL,Website build/upgrades,5000
BBAS202142,Business Basics Round 2,Horses Healing Hearts,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202143,Business Basics Round 2,Rocjac Earthworks,TRAEGER,CHARTERS TOWERS REGIONAL,Website build/upgrades,5000
BBAS202144,Business Basics Round 2,Odins Beard,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS202152,Business Basics Round 2,Imogen Kars,HILL,CASSOWARY COAST REGIONAL,Website build/upgrades,5000
BBAS202153,Business Basics Round 2,Peter John James Clarke,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202154,Business Basics Round 2,Health First NQ Pty Ltd,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS202156,Business Basics Round 2,Boswellia,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS202159,Business Basics Round 2,Cravan Enterprises Pty Ltd T/A Reefinity Adventures,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202160,Business Basics Round 2,Little Button Essentials Pty Ltd,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Training and coaching,5000
BBAS202163,Business Basics Round 2,Marita Mary Behrendorff,MARYBOROUGH,FRASER COAST REGIONAL,Professional business advice,5000
BBAS202166,Business Basics Round 2,CQ Custom Laser,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS202169,Business Basics Round 2,Savvy Little Freelancer,HILL,CASSOWARY COAST REGIONAL,Strategic marketing services,5000
BBAS202175,Business Basics Round 2,Top Dog Services Pty Ltd,MULGRAVE,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202176,Business Basics Round 2,Andersen Chiropractic,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS202177,Business Basics Round 2,The Drill Hall Studio,TOWNSVILLE,TOWNSVILLE CITY,Professional business advice,5000
BBAS202178,Business Basics Round 2,ROI ENERGY PTY LTD,TRAEGER,MOUNT ISA CITY,Website build/upgrades,5000
BBAS202179,Business Basics Round 2,SP Trading PTY LTD,WARREGO,BALONNE SHIRE,Strategic marketing services,5000
BBAS202183,Business Basics Round 2,Henderson Enterprises,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS202184,Business Basics Round 2,Allstate Boat Licensing & Training CQ Pty Ltd,KEPPEL,LIVINGSTONE SHIRE,Training and coaching,5000
BBAS202185,Business Basics Round 2,Mackay Surf Life Saving Club Inc,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS202187,Business Basics Round 2,Sweet Az Farm,GYMPIE,GYMPIE REGIONAL,Training and coaching,5000
BBAS202193,Business Basics Round 2,RespiWise Pty Ltd,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS202194,Business Basics Round 2,JNJ SLADE GROUP PTY LTD,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS202197,Business Basics Round 2,Bryn Hill,HILL,TABLELANDS REGIONAL,Strategic marketing services,5000
BBAS202199,Business Basics Round 2,Nicko's @ Home Hill,BURDEKIN,BURDEKIN SHIRE,Website build/upgrades,5000
BBAS202201,Business Basics Round 2,Australian remote project services,MIRANI,MACKAY REGIONAL,Professional business advice,5000
BBAS202202,Business Basics Round 2,Life Skills Queensland Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS202206,Business Basics Round 2,All Clean Blinds and Curtains Pty Ltd T/a Wow Clean,MULGRAVE,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202218,Business Basics Round 2,Key Industry Solutions,TRAEGER,CHARTERS TOWERS REGIONAL,Website build/upgrades,5000
BBAS202220,Business Basics Round 2,Paul Ernest Paskins,MARYBOROUGH,FRASER COAST REGIONAL,Training and coaching,5000
BBAS202221,Business Basics Round 2,Agribusiness Services Qld Pty Ltd,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202224,Business Basics Round 2,Maryborough Towing,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202226,Business Basics Round 2,Hervey Bay Fibreglass,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202228,Business Basics Round 2,MaraZo Creative,KEPPEL,LIVINGSTONE SHIRE,Professional business advice,5000
BBAS202238,Business Basics Round 2,ORGANICA HAIR AND BODY BAR,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS202240,Business Basics Round 2,Bond Media Pty Ltd,GREGORY,LONGREACH REGIONAL,Website build/upgrades,5000
BBAS202245,Business Basics Round 2,Turner Creative Solutions,TOWNSVILLE,TOWNSVILLE CITY,Professional business advice,5000
BBAS202251,Business Basics Round 2,Aprile Industries,MIRANI,MACKAY REGIONAL,Strategic marketing services,5000
BBAS202253,Business Basics Round 2,Music Room Shoes & Fashion,CALLIDE,NORTH BURNETT REGIONAL,Website build/upgrades,5000
BBAS202256,Business Basics Round 2,Reef Star Cruises Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS202257,Business Basics Round 2,Fiona Lake,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202259,Business Basics Round 2,ACN 169 797 693 Pty Ltd ATF Shute Harbour Investment Trust,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS202260,Business Basics Round 2,NQ Aerovation Pty Ltd,BURDEKIN,WHITSUNDAY REGIONAL,Professional business advice,5000
BBAS202267,Business Basics Round 2,Learning Tree Tuition,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202268,Business Basics Round 2,Better in Blackall Inc,GREGORY,BLACKALL-TAMBO REGIONAL,Website build/upgrades,5000
BBAS202273,Business Basics Round 2,J and M Cuddihy,TRAEGER,CHARTERS TOWERS REGIONAL,Professional business advice,5000
BBAS202282,Business Basics Round 2,LOCUS Surveys Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS202284,Business Basics Round 2,Windyhaze Creations,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS202289,Business Basics Round 2,Charlotte Rose Country Co,CALLIDE,NORTH BURNETT REGIONAL,Website build/upgrades,5000
BBAS202293,Business Basics Round 2,RJ Discretionary Trust,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS202294,Business Basics Round 2,Mrs Snorkel,WHITSUNDAY,WHITSUNDAY REGIONAL,Training and coaching,5000
BBAS202304,Business Basics Round 2,Rimei Toff t/a ceti,BARRON RIVER,MAREEBA SHIRE,Website build/upgrades,5000
BBAS202309,Business Basics Round 2,JRC Aviation Pty Ltd,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202310,Business Basics Round 2,Sparks Dance Centre,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202312,Business Basics Round 2,Goondicum  Research Foundation,CALLIDE,NORTH BURNETT REGIONAL,Strategic marketing services,5000
BBAS202314,Business Basics Round 2,Essential First Aid Qld Pty Ltd as Trustee for Brakalilu Family Trust T/A Essential Health & Safety Group & eMarine Trai,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS202318,Business Basics Round 2,Bundaberg Ag-Food and Fibre Alliance Ltd,BURNETT,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS202324,Business Basics Round 2,Partner Accounting,GYMPIE,GYMPIE REGIONAL,Strategic marketing services,5000
BBAS202326,Business Basics Round 2,Narapela Wei (Australia) Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202331,Business Basics Round 2,LAMSCAPES,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202348,Business Basics Round 2,The Gillies Cafe,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS202350,Business Basics Round 2,Jasmin Bedford,WHITSUNDAY,MACKAY REGIONAL,Training and coaching,5000
BBAS202362,Business Basics Round 2,Elim Beach Holiday Park Pty Ltd trading as Elim Beach Campground - Eddie's Camp,COOK,HOPE VALE SHIRE,Website build/upgrades,5000
BBAS202371,Business Basics Round 2,Buy from the Bush QLD,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS202372,Business Basics Round 2,Brendan Gerrard Grant,BURDEKIN,WHITSUNDAY REGIONAL,Training and coaching,5000
BBAS202373,Business Basics Round 2,Stoned and Saged,GREGORY,CENTRAL HIGHLANDS REGIONAL,Training and coaching,5000
BBAS202378,Business Basics Round 2,Talaroo Hots Springs Pty Ltd,TRAEGER,ETHERIDGE SHIRE,Strategic marketing services,5000
BBAS202382,Business Basics Round 2,Design & Drafting,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS202383,Business Basics Round 2,Ashlee Barbara Maben T/A Lucanna Wild Photography,CALLIDE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS202385,Business Basics Round 2,Be Hot Personal Training,KEPPEL,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS202386,Business Basics Round 2,STC QLD,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
