Application ID,Project Round,Business Name,State Electorate 2017,Local Gov Area,Priority Area,Grant Funding Amount
BBAS100626,Business Basics Round 1,Georgiou HP Pty Ltd,LYTTON,BRISBANE CITY,Website build/upgrades,5000
BBAS100627,Business Basics Round 1,McMinn Lawyers,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS100628,Business Basics Round 1,Sacred Symmetry Pty Limited t/as Symmetry Mosaics,NOOSA,NOOSA SHIRE,Website build/upgrades,5000
BBAS100630,Business Basics Round 1,The Open Mind Institute,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS100631,Business Basics Round 1,CAROLYN LITTLE,SURFERS PARADISE,GOLD COAST CITY,Website build/upgrades,5000
BBAS100632,Business Basics Round 1,Coronis & Leanne Parsons,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS100634,Business Basics Round 1,RKA Robinson Pty Ltd Trading as The Thriving Hive,BULIMBA,BRISBANE CITY,Strategic marketing services,5000
BBAS100635,Business Basics Round 1,Nadja's Family Acupuncture & Natural Therapies,NOOSA,NOOSA SHIRE,Training and coaching,5000
BBAS100637,Business Basics Round 1,Click Access Pty Ltd,GLASS HOUSE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100638,Business Basics Round 1,Britt Ambrose Design,NICKLIN,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100639,Business Basics Round 1,Freelance Industries Pty Ltd T/A The Diet Coach,THEODORE,GOLD COAST CITY,Training and coaching,5000
BBAS100640,Business Basics Round 1,Digital Folk,BUDERIM,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100641,Business Basics Round 1,Emondo Kids,NINDERRY,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100642,Business Basics Round 1,Whispers of the Valley,LOCKYER,LOCKYER VALLEY REGIONAL,Website build/upgrades,5000
BBAS100643,Business Basics Round 1,LEMONADE COLLECTIVE PTY LTD AS TRUSTEE FOR KNJ FAMILY TRUST TRADING AS FEATHER AND LACE COSMETIC TATTOO,MUDGEERABA,GOLD COAST CITY,Website build/upgrades,5000
BBAS100644,Business Basics Round 1,Whitsundays Makeup Artists,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS100646,Business Basics Round 1,Chey Bodhi,CAPALABA,REDLAND CITY,Strategic marketing services,5000
BBAS100648,Business Basics Round 1,ADR Mechanical Pty Ltd,CALOUNDRA,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100649,Business Basics Round 1,"Furedi Laurence, Janick",MOUNT OMMANEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100650,Business Basics Round 1,Teddy Collins Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS100653,Business Basics Round 1,Thundergram Pty Ltd AFT N K Trust,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS100656,Business Basics Round 1,Quality Consulting Solutions Pty Ltd as Trustee for Adams Family Trust,COOMERA,GOLD COAST CITY,Website build/upgrades,5000
BBAS100659,Business Basics Round 1,Glasshouse Plantation,GLASS HOUSE,SUNSHINE COAST REGIONAL,Professional business advice,5000
BBAS100661,Business Basics Round 1,Gold Coast Carpentry QLD,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS100662,Business Basics Round 1,Jaha Accounting Pty Ltd,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS100664,Business Basics Round 1,Smakelijk Pty Ltd,TOOHEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100665,Business Basics Round 1,ETERNAL YOUTH AUSTRALIA PTY LTD,MERMAID BEACH,GOLD COAST CITY,Training and coaching,5000
BBAS100666,Business Basics Round 1,Everyday Mums,IPSWICH,IPSWICH CITY,Website build/upgrades,5000
BBAS100669,Business Basics Round 1,Adrenaline Sprts (Qld) Pty Ltd,LOCKYER,LOCKYER VALLEY REGIONAL,Website build/upgrades,5000
BBAS100670,Business Basics Round 1,"Lawson Gems International, trading as Responsible Gemstone Traders",MAIWAR,BRISBANE CITY,Website build/upgrades,5000
BBAS100675,Business Basics Round 1,Custom Candles Gold Coast,GAVEN,GOLD COAST CITY,Training and coaching,5000
BBAS100678,Business Basics Round 1,Tractile Pty Ltd,SOUTHPORT,GOLD COAST CITY,Strategic marketing services,5000
BBAS100679,Business Basics Round 1,Matthew Sulman & Associates,COOPER,BRISBANE CITY,Website build/upgrades,5000
BBAS100680,Business Basics Round 1,Precision Wealth Management,KURWONGBAH,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS100681,Business Basics Round 1,Gem Scaffold Pty Ltd,MACALISTER,LOGAN CITY,Website build/upgrades,5000
BBAS100682,Business Basics Round 1,Auto Collective Pty Ltd,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS100683,Business Basics Round 1,Everythingbamboo Pty Ltd,ALGESTER,BRISBANE CITY,Website build/upgrades,5000
BBAS100684,Business Basics Round 1,Gallivanting Oz Pty Ltd,EVERTON,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100685,Business Basics Round 1,SERO CORP PTY LTD,MILLER,BRISBANE CITY,Website build/upgrades,5000
BBAS100686,Business Basics Round 1,The Social Tone,MERMAID BEACH,GOLD COAST CITY,Training and coaching,5000
BBAS100689,Business Basics Round 1,Edison Wesley Pty Ltd,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS100690,Business Basics Round 1,Excelerated Business Solutions,TOOHEY,BRISBANE CITY,Training and coaching,5000
BBAS100692,Business Basics Round 1,Nicholas Barrett t/a Yagi Hana Retail,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS100693,Business Basics Round 1,Hire A Hubby Edge Hill,MULGRAVE,CAIRNS REGIONAL,Professional business advice,5000
BBAS100694,Business Basics Round 1,Sector Publishing Pty Ltd,BROADWATER,GOLD COAST CITY,Strategic marketing services,5000
BBAS100695,Business Basics Round 1,Viva Travel Holdings,BULIMBA,BRISBANE CITY,Website build/upgrades,5000
BBAS100696,Business Basics Round 1,Personal Development & Training Concepts Pty Ltd trading as The Academy of Choi Kwang Do,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS100697,Business Basics Round 1,KEARLEY DANIELLE DENT TRADING AS CAIRNS FLORAL SUPPLIES,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS100698,Business Basics Round 1,Record Shed,REDLANDS,REDLAND CITY,Website build/upgrades,5000
BBAS100699,Business Basics Round 1,Teresa Hill Pty Ltd,CONDAMINE,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS100700,Business Basics Round 1,Dan Hardcastle Family Trust,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS100702,Business Basics Round 1,Tiffany Lee Wright T/A Established Landscape Concepts,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Training and coaching,5000
BBAS100703,Business Basics Round 1,Z Corporation Pty Ltd,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS100704,Business Basics Round 1,MY MENTAL FITNESS PTY LTD,MUDGEERABA,GOLD COAST CITY,Strategic marketing services,5000
BBAS100705,Business Basics Round 1,KS DISALVO and MA DISALVO T/A Frontline Fabrications,NICKLIN,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100707,Business Basics Round 1,Maria Elizabeth Pinker,ASPLEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100710,Business Basics Round 1,IAM PRODUCTS PTY LTD,BUDERIM,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100711,Business Basics Round 1,Huntington Construction Co Pty Ltd operating as The Leather Doctor Runaway Bay,GAVEN,GOLD COAST CITY,Website build/upgrades,5000
BBAS100713,Business Basics Round 1,Troppolicious,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS100714,Business Basics Round 1,YouthX,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS100716,Business Basics Round 1,Conveyancing Coaching Queensland,KURWONGBAH,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100717,Business Basics Round 1,JSI Global Pty Ltd,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS100718,Business Basics Round 1,The Brick House Lawyers,CONDAMINE,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS100720,Business Basics Round 1,Shadow Weaver PTY LTD,NICKLIN,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100721,Business Basics Round 1,Avalign,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100722,Business Basics Round 1,School and Community Trophies and Gifts Australia,NINDERRY,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100724,Business Basics Round 1,Link Advance,MCCONNEL,BRISBANE CITY,Training and coaching,5000
BBAS100728,Business Basics Round 1,IzzQ Designs PTY LTD Trading as Isabelle Quinn,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS100730,Business Basics Round 1,RJS Gas & Plumbing PTY LTD,NICKLIN,NOOSA SHIRE,Website build/upgrades,5000
BBAS100731,Business Basics Round 1,Jace QLD Pty Ltd,GAVEN,GOLD COAST CITY,Website build/upgrades,5000
BBAS100735,Business Basics Round 1,Aura Advisory,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100736,Business Basics Round 1,Nubeean Noosa,NOOSA,NOOSA SHIRE,Website build/upgrades,5000
BBAS100737,Business Basics Round 1,MINDFUL ENERGY,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS100738,Business Basics Round 1,Stored Naturally,TOOWOOMBA NORTH,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS100739,Business Basics Round 1,Inner Vision Consulting,MOGGILL,BRISBANE CITY,Website build/upgrades,5000
BBAS100740,Business Basics Round 1,The Brain Body Moves,BONNEY,GOLD COAST CITY,Strategic marketing services,5000
BBAS100741,Business Basics Round 1,The Rabbit room,JORDAN,IPSWICH CITY,Website build/upgrades,5000
BBAS100742,Business Basics Round 1,One Hammer Workshop,MOUNT OMMANEY,BRISBANE CITY,Strategic marketing services,5000
BBAS100743,Business Basics Round 1,Happy Hair Co,BULIMBA,BRISBANE CITY,Strategic marketing services,5000
BBAS100744,Business Basics Round 1,Axis Business Group,CURRUMBIN,GOLD COAST CITY,Strategic marketing services,5000
BBAS100745,Business Basics Round 1,Akunah Pty Ltd,CHATSWORTH,BRISBANE CITY,Business continuity and succession,5000
BBAS100746,Business Basics Round 1,Towards Health    (Note: Company is Belle Sulis Pty Ltd T/A Towards Health),GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS100749,Business Basics Round 1,Bumbleberry Bakes,STAFFORD,BRISBANE CITY,Training and coaching,5000
BBAS100750,Business Basics Round 1,Sango Pty Ltd as Trustee for the Fujino Trust trading as Magnesium Life,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS100751,Business Basics Round 1,Wellness Designs Pty Ltd,SPRINGWOOD,LOGAN CITY,Strategic marketing services,5000
BBAS100752,Business Basics Round 1,Capture Corporation Pty Ltd t/as D-Tec Pest Solutions,SPRINGWOOD,LOGAN CITY,Strategic marketing services,5000
BBAS100753,Business Basics Round 1,Consult Planning Pty Ltd,BULIMBA,BRISBANE CITY,Website build/upgrades,5000
BBAS100756,Business Basics Round 1,Stradbroke Island Photography PTY LTD,OODGEROO,REDLAND CITY,Website build/upgrades,5000
BBAS100758,Business Basics Round 1,AOTONG MIGRATION AND EDUCATION,MANSFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS100759,Business Basics Round 1,Jim Mullins Design,CURRUMBIN,GOLD COAST CITY,Website build/upgrades,5000
BBAS100761,Business Basics Round 1,Jost Sauer,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100762,Business Basics Round 1,Sustainable Schools Network Pty Ltd,CURRUMBIN,GOLD COAST CITY,Website build/upgrades,5000
BBAS100764,Business Basics Round 1,All-Ways Investments Pty Ltd T/A Your Creative Frequency,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS100766,Business Basics Round 1,Inna Essence,WATERFORD,LOGAN CITY,Website build/upgrades,5000
BBAS100769,Business Basics Round 1,Network Financial Planning Pty Ltd,NINDERRY,SUNSHINE COAST REGIONAL,Business continuity and succession,5000
BBAS100771,Business Basics Round 1,Project 88 (Aust) Pty Ltd T/A Nu nips,MERMAID BEACH,GOLD COAST CITY,Strategic marketing services,5000
BBAS100773,Business Basics Round 1,AJB Plumbing,MUDGEERABA,GOLD COAST CITY,Training and coaching,5000
BBAS100775,Business Basics Round 1,Nicdeamat Pty Ltd t/a FindThatFinance.com.au,ALGESTER,BRISBANE CITY,Strategic marketing services,5000
BBAS100777,Business Basics Round 1,Threshold Performance Pty Ltd T/A Wellness Through Movement,MILLER,BRISBANE CITY,Strategic marketing services,5000
BBAS100779,Business Basics Round 1,Laser Art Australia,PINE RIVERS,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS100780,Business Basics Round 1,BROWSE 360 PTY LTD,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS100782,Business Basics Round 1,TAXSCENE PTY LTD ATF TAXSCENE TRUST,MILLER,BRISBANE CITY,Website build/upgrades,5000
BBAS100785,Business Basics Round 1,Whistling Moose Graphics,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS100786,Business Basics Round 1,Hmedia Pty Ltd,MANSFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS100790,Business Basics Round 1,Om Wellness,SPRINGWOOD,LOGAN CITY,Strategic marketing services,5000
BBAS100791,Business Basics Round 1,EMIGRANTES EMPRENDEDORES,WATERFORD,LOGAN CITY,Website build/upgrades,5000
BBAS100792,Business Basics Round 1,Gilfam Tech Pty Ltd Trading as Wingr,GREENSLOPES,BRISBANE CITY,Strategic marketing services,5000
BBAS100794,Business Basics Round 1,Your Silent Partner Pty Ltd,MOGGILL,BRISBANE CITY,Training and coaching,5000
BBAS100795,Business Basics Round 1,martha's vineyard lifestyle collections,EVERTON,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS100796,Business Basics Round 1,Fenglehorn Pty Ltd,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS100797,Business Basics Round 1,Melissa McCarthy,NOOSA,NOOSA SHIRE,Strategic marketing services,5000
BBAS100798,Business Basics Round 1,Wash Up Holdings Pty Ltd,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS100799,Business Basics Round 1,Treadley Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS100800,Business Basics Round 1,J-LO's Rides,GREGORY,CENTRAL HIGHLANDS REGIONAL,Training and coaching,5000
BBAS100804,Business Basics Round 1,Your Acupuncture Clinic,GREENSLOPES,BRISBANE CITY,Strategic marketing services,5000
BBAS100805,Business Basics Round 1,East Coast Virtual Assistance,BUNDAMBA,IPSWICH CITY,Training and coaching,5000
BBAS100807,Business Basics Round 1,Holistic Life Balance Solutions,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100811,Business Basics Round 1,Olivia Sainsbury Consulting Pty Ltd,CALOUNDRA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100812,Business Basics Round 1,Ezy Anchor Pty Ltd,SANDGATE,BRISBANE CITY,Website build/upgrades,5000
BBAS100816,Business Basics Round 1,THINQ Learning Pty Ltd,CLAYFIELD,BRISBANE CITY,Strategic marketing services,5000
BBAS100817,Business Basics Round 1,Quick Lift Qld Pty Ltd,CAPALABA,REDLAND CITY,Website build/upgrades,5000
BBAS100819,Business Basics Round 1,MB28 Holdings P/L ATF Bruggy Family Discretionary Trust trading as KMB Legal,SURFERS PARADISE,GOLD COAST CITY,Strategic marketing services,5000
BBAS100820,Business Basics Round 1,Krystle Clear Solutions,SCENIC RIM,SCENIC RIM REGIONAL,Strategic marketing services,5000
BBAS100823,Business Basics Round 1,Wild Web Solutions Pty Ltd atf The Wild Cat Trust trading as Wild Cat Design,CAPALABA,REDLAND CITY,Training and coaching,5000
BBAS100824,Business Basics Round 1,Crate & Co Smoothie Cafe,BULIMBA,BRISBANE CITY,Website build/upgrades,5000
BBAS100827,Business Basics Round 1,BIZPAQ QLD Pty Ltd,BULIMBA,BRISBANE CITY,Website build/upgrades,5000
BBAS100828,Business Basics Round 1,Intrepid TAG Solutions,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100829,Business Basics Round 1,PEAK SUPPORT AGENCY,BUNDAMBA,IPSWICH CITY,Training and coaching,5000
BBAS100830,Business Basics Round 1,JLH Tax and Advisory,GLASS HOUSE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100831,Business Basics Round 1,The Garage Door Renovators,LYTTON,BRISBANE CITY,Strategic marketing services,5000
BBAS100832,Business Basics Round 1,2020 Financial Services,MUDGEERABA,GOLD COAST CITY,Training and coaching,5000
BBAS100833,Business Basics Round 1,Zimmi Group  Pty Ltd,GREENSLOPES,BRISBANE CITY,Professional business advice,5000
BBAS100834,Business Basics Round 1,Insitu Interiors Pty Ltd T/A ideare,REDCLIFFE,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS100836,Business Basics Round 1,Ali Al-anbuky t/a Discover IP,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS100839,Business Basics Round 1,The Novus Agency,GREGORY,CENTRAL HIGHLANDS REGIONAL,Website build/upgrades,5000
BBAS100840,Business Basics Round 1,Pershouse Productions,KURWONGBAH,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS100842,Business Basics Round 1,WHOLISTIC HEALTH INDUSTRIES PTY LTD,PINE RIVERS,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100844,Business Basics Round 1,Joly Rosewood Pty Ltd trading as Educent,MOGGILL,BRISBANE CITY,Strategic marketing services,5000
BBAS100846,Business Basics Round 1,Autom8 Now Pty Ltd,LYTTON,BRISBANE CITY,Website build/upgrades,5000
BBAS100847,Business Basics Round 1,Wacky Vintage Pty Ltd,WOODRIDGE,LOGAN CITY,Training and coaching,5000
BBAS100848,Business Basics Round 1,Voltin Operations Pty Ltd,NUDGEE,BRISBANE CITY,Training and coaching,5000
BBAS100850,Business Basics Round 1,Queensland Vegan Markets,MANSFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS100852,Business Basics Round 1,Coastal Pro Electrical Pty Ltd,CURRUMBIN,GOLD COAST CITY,Training and coaching,5000
BBAS100853,Business Basics Round 1,Sunshine Coast Strength,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100855,Business Basics Round 1,Trinity Bay Investments Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS100856,Business Basics Round 1,WONDERLAND BABY GIFT CO.,COOMERA,GOLD COAST CITY,Strategic marketing services,5000
BBAS100858,Business Basics Round 1,West End Sushi,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS100859,Business Basics Round 1,MxA Trading Australia Pty Ltd trading as My Pharmacy Appraisal,CHATSWORTH,BRISBANE CITY,Website build/upgrades,5000
BBAS100861,Business Basics Round 1,Recovery Science Australia Pty Ltd,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS100862,Business Basics Round 1,Jasmine Leigh Weston,MUDGEERABA,GOLD COAST CITY,Website build/upgrades,5000
BBAS100864,Business Basics Round 1,Dan Scott,CALOUNDRA,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100865,Business Basics Round 1,Philip John Bradbury T/A Coach Brad,BROADWATER,GOLD COAST CITY,Strategic marketing services,5000
BBAS100869,Business Basics Round 1,Air2Turf Pty Ltd,BUDERIM,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100870,Business Basics Round 1,JAFFLE Media,MCCONNEL,BRISBANE CITY,Professional business advice,5000
BBAS100875,Business Basics Round 1,Recognition Plus Pty Ltd,TOOWOOMBA NORTH,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS100877,Business Basics Round 1,MASE Consulting Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS100878,Business Basics Round 1,Pur3 Pty Ltd trading as Pxel,SOUTH BRISBANE,BRISBANE CITY,Training and coaching,5000
BBAS100879,Business Basics Round 1,DHO Group Pty Ltd,COOMERA,GOLD COAST CITY,Professional business advice,5000
BBAS100881,Business Basics Round 1,AMOUR TECH PTY LIMITED,ASPLEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100882,Business Basics Round 1,Golden Master Products,TOOHEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100883,Business Basics Round 1,YIELD ASSET MANAGERS PTY LTD,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS100884,Business Basics Round 1,Fine Cabinet Works,PUMICESTONE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100885,Business Basics Round 1,"MARTEL, KATHARINE (trading as Croft PR)",MAIWAR,BRISBANE CITY,Strategic marketing services,5000
BBAS100886,Business Basics Round 1,Naked Audio,FERNY GROVE,BRISBANE CITY,Strategic marketing services,5000
BBAS100887,Business Basics Round 1,Site Vehicle Rentals,NINDERRY,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100888,Business Basics Round 1,Feng's Accounting Bookkeeping and Consultancy Pty Ltd,SOUTH BRISBANE,BRISBANE CITY,Strategic marketing services,5000
BBAS100889,Business Basics Round 1,Hybrid Image Pty Ltd,GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS100891,Business Basics Round 1,Briony Jane Macleod,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS100892,Business Basics Round 1,NCCAT Pty Ltd,NOOSA,NOOSA SHIRE,Website build/upgrades,5000
BBAS100894,Business Basics Round 1,Beck Racing Pty Ltd,CONDAMINE,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS100895,Business Basics Round 1,The Party Cart,MURRUMBA,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100896,Business Basics Round 1,Kool Places Pty Ltd T/A ICON Adventures,TOOWOOMBA SOUTH,TOOWOOMBA REGIONAL,Strategic marketing services,5000
BBAS100897,Business Basics Round 1,Sacred Pathways NFP Pty Ltd,MACALISTER,LOGAN CITY,Training and coaching,5000
BBAS100899,Business Basics Round 1,Fat Coconut Pty Ltd t/a The Teen Coach,NINDERRY,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100900,Business Basics Round 1,Samford & Districts Progress & Protection Association (SDPPA),PINE RIVERS,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100903,Business Basics Round 1,Eaglechester Pty Ltd,CLAYFIELD,BRISBANE CITY,Training and coaching,5000
BBAS100907,Business Basics Round 1,Personalised Wellness,SOUTH BRISBANE,BRISBANE CITY,Strategic marketing services,5000
BBAS100908,Business Basics Round 1,Sunshine Coast Heart Centre Pty Ltd,BUDERIM,SUNSHINE COAST REGIONAL,Professional business advice,5000
BBAS100909,Business Basics Round 1,Speculative Architecture Pty Ltd as trustee for the Speculative Architecture Trust,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS100913,Business Basics Round 1,The Cowley Family Trust T/A Small Business Improvement Services,LOGAN,LOGAN CITY,Website build/upgrades,5000
BBAS100914,Business Basics Round 1,Samford Design & Print,PINE RIVERS,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS100916,Business Basics Round 1,Fonseka Innovations Pty Ltd ATF HNB Fonseka Family Trust,GREENSLOPES,BRISBANE CITY,Training and coaching,5000
BBAS100917,Business Basics Round 1,Native Beeings Pty Ltd,OODGEROO,REDLAND CITY,Website build/upgrades,5000
BBAS100918,Business Basics Round 1,Bayside Hand Therapy Pty Ltd,LYTTON,BRISBANE CITY,Strategic marketing services,5000
BBAS100919,Business Basics Round 1,BrokerIT Pty Ltd,GAVEN,GOLD COAST CITY,Website build/upgrades,5000
BBAS100920,Business Basics Round 1,Studio Lane Hair Boutique,BROADWATER,GOLD COAST CITY,Strategic marketing services,5000
BBAS100921,Business Basics Round 1,Trick Mowing,WOODRIDGE,LOGAN CITY,Website build/upgrades,5000
BBAS100922,Business Basics Round 1,Sourcing By Design Pty Ltd,MCCONNEL,BRISBANE CITY,Professional business advice,5000
BBAS100925,Business Basics Round 1,Dettori Publishing Pty Ltd,GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS100928,Business Basics Round 1,Medical Update Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS100930,Business Basics Round 1,The Village Markets Pty Ltd,CURRUMBIN,GOLD COAST CITY,Website build/upgrades,5000
BBAS100931,Business Basics Round 1,Xcelsis Deo Pty Ltd,ASPLEY,BRISBANE CITY,Professional business advice,5000
BBAS100933,Business Basics Round 1,Grevillea Law Pty Ltd,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Website build/upgrades,5000
BBAS100934,Business Basics Round 1,Featherby Financial Planning PTY LTD,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100936,Business Basics Round 1,LRC Advisers,NOOSA,NOOSA SHIRE,Strategic marketing services,5000
BBAS100937,Business Basics Round 1,Optimal Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Strategic marketing services,5000
BBAS100942,Business Basics Round 1,Agreventures Network Pty Ltd,MOGGILL,BRISBANE CITY,Strategic marketing services,5000
BBAS100943,Business Basics Round 1,Jamal Offshore Pty Ltd,SCENIC RIM,SCENIC RIM REGIONAL,Website build/upgrades,5000
BBAS100945,Business Basics Round 1,When The Time Is Right Pty Ltd Trading As Trusted Accounts,FERNY GROVE,BRISBANE CITY,Website build/upgrades,5000
BBAS100946,Business Basics Round 1,IDSM Pty Ltd,ASPLEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100947,Business Basics Round 1,Smithbert Pty Ltd ATF The Smithbert Family Trust Trading As Georgina May Sleep,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS100948,Business Basics Round 1,Pastal Pty Ltd As The Trustee for Wekara Ishige Investments Trust trading as Glamour Beautique,BROADWATER,GOLD COAST CITY,Website build/upgrades,5000
BBAS100950,Business Basics Round 1,Polish Your Pitch,EVERTON,BRISBANE CITY,Training and coaching,5000
BBAS100951,Business Basics Round 1,Diamond Brows Brisbane,ASPLEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100952,Business Basics Round 1,Chandni Group Pty Ltd,MOUNT OMMANEY,BRISBANE CITY,Website build/upgrades,5000
BBAS100954,Business Basics Round 1,GM & CFO Trust TRADING AS Business Growth & Development Centre,REDLANDS,REDLAND CITY,Training and coaching,5000
BBAS100957,Business Basics Round 1,DAVID SUTERS TIMBERCRAFTSMAN,NINDERRY,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS100958,Business Basics Round 1,Dakota Yewen,NOOSA,NOOSA SHIRE,Training and coaching,5000
BBAS100961,Business Basics Round 1,Mayne Grazing Pty Ltd,NANANGO,GYMPIE REGIONAL,Training and coaching,5000
BBAS100962,Business Basics Round 1,Streamline Co.,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS100965,Business Basics Round 1,My Virtual Assistant (to be revamped re marketing advice to Social Jam),BONNEY,GOLD COAST CITY,Website build/upgrades,5000
BBAS100966,Business Basics Round 1,Life Athletica T/A PlayBook Australia,MCCONNEL,BRISBANE CITY,Professional business advice,5000
BBAS100968,Business Basics Round 1,Dyad Digital Curations,NUDGEE,BRISBANE CITY,Strategic marketing services,5000
